,Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
1274,LC08_CU_007014_20191110_20191117_C01_V01,2019/11/10,CU,7,14,2019/11/17,22.0475,8.7973,0.0,71.1755,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191110_20191117_C01_V01,LC08_CU_007014_20191110_C01_V01
1278,LC08_CU_007014_20191112_20191118_C01_V01,2019/11/12,CU,7,14,2019/11/18,0.0,0.0,0.0,94.6028,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191112_20191118_C01_V01,LC08_CU_007014_20191112_C01_V01
1279,LC08_CU_006013_20191117_20191204_C01_V01,2019/11/17,CU,6,13,2019/12/04,0.2025,0.0332,0.0,29.4764,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20191117_20191204_C01_V01,LC08_CU_006013_20191117_C01_V01
1280,LC08_CU_006014_20191117_20191204_C01_V01,2019/11/17,CU,6,14,2019/12/04,4.2229,0.7631,0.0,73.4314,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20191117_20191204_C01_V01,LC08_CU_006014_20191117_C01_V01
1285,LC08_CU_006014_20191119_20191204_C01_V01,2019/11/19,CU,6,14,2019/12/04,96.4467,3.5533,0.0,93.6632,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20191119_20191204_C01_V01,LC08_CU_006014_20191119_C01_V01
1286,LC08_CU_007013_20191119_20191204_C01_V01,2019/11/19,CU,7,13,2019/12/04,92.4764,3.3983,0.0009,38.0086,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20191119_20191204_C01_V01,LC08_CU_007013_20191119_C01_V01
1287,LC08_CU_007014_20191119_20191204_C01_V01,2019/11/19,CU,7,14,2019/12/04,95.5082,2.4297,0.0001,3.9546,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191119_20191204_C01_V01,LC08_CU_007014_20191119_C01_V01
1290,LC08_CU_006013_20191126_20191205_C01_V01,2019/11/26,CU,6,13,2019/12/05,0.0846,0.0251,0.0,37.5398,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20191126_20191205_C01_V01,LC08_CU_006013_20191126_C01_V01
1291,LC08_CU_006014_20191126_20191205_C01_V01,2019/11/26,CU,6,14,2019/12/05,0.5693,0.0646,0.0,3.1753,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20191126_20191205_C01_V01,LC08_CU_006014_20191126_C01_V01
1292,LC08_CU_007013_20191126_20191205_C01_V01,2019/11/26,CU,7,13,2019/12/05,1.949,1.6561,0.0017,28.8141,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20191126_20191205_C01_V01,LC08_CU_007013_20191126_C01_V01
1293,LC08_CU_007014_20191126_20191205_C01_V01,2019/11/26,CU,7,14,2019/12/05,0.6829999999999999,0.4432,0.0,70.7764,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191126_20191205_C01_V01,LC08_CU_007014_20191126_C01_V01
1296,LC08_CU_007014_20191128_20191218_C01_V01,2019/11/28,CU,7,14,2019/12/18,99.9015,0.0,0.0,94.7741,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191128_20191218_C01_V01,LC08_CU_007014_20191128_C01_V01
1297,LC08_CU_006013_20191203_20191218_C01_V01,2019/12/03,CU,6,13,2019/12/18,85.079,7.0286,0.0564,29.3711,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20191203_20191218_C01_V01,LC08_CU_006013_20191203_C01_V01
1298,LC08_CU_006014_20191203_20191218_C01_V01,2019/12/03,CU,6,14,2019/12/18,100.0,0.0,0.0,73.3196,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20191203_20191218_C01_V01,LC08_CU_006014_20191203_C01_V01
1303,LC08_CU_006014_20191205_20191218_C01_V01,2019/12/05,CU,6,14,2019/12/18,3.6247,7.7031,0.0,93.6419,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20191205_20191218_C01_V01,LC08_CU_006014_20191205_C01_V01
1304,LC08_CU_007013_20191205_20191218_C01_V01,2019/12/05,CU,7,13,2019/12/18,40.5532,12.8629,0.0381,37.9776,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20191205_20191218_C01_V01,LC08_CU_007013_20191205_C01_V01
1305,LC08_CU_007014_20191205_20191218_C01_V01,2019/12/05,CU,7,14,2019/12/18,13.1927,5.2147,0.0037,3.9397,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191205_20191218_C01_V01,LC08_CU_007014_20191205_C01_V01
1309,LC08_CU_006013_20191212_20191219_C01_V01,2019/12/12,CU,6,13,2019/12/19,63.1636,13.7987,0.0002,36.9512,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20191212_20191219_C01_V01,LC08_CU_006013_20191212_C01_V01
1310,LC08_CU_006014_20191212_20191219_C01_V01,2019/12/12,CU,6,14,2019/12/19,41.4861,9.8141,0.02,2.9519,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20191212_20191219_C01_V01,LC08_CU_006014_20191212_C01_V01
1311,LC08_CU_007013_20191212_20191219_C01_V01,2019/12/12,CU,7,13,2019/12/19,16.8769,7.4372,0.0055,29.386,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20191212_20191219_C01_V01,LC08_CU_007013_20191212_C01_V01
1312,LC08_CU_007014_20191212_20191219_C01_V01,2019/12/12,CU,7,14,2019/12/19,50.2768,8.8721,0.0215,71.3504,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191212_20191219_C01_V01,LC08_CU_007014_20191212_C01_V01
1316,LC08_CU_007014_20191214_20191228_C01_V01,2019/12/14,CU,7,14,2019/12/28,0.0471,0.0319,0.0013,94.7033,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191214_20191228_C01_V01,LC08_CU_007014_20191214_C01_V01
1324,LC08_CU_006013_20191228_20200319_C01_V01,2019/12/28,CU,6,13,2020/03/19,0.8826,0.5744,0.0102,37.8263,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20191228_20200319_C01_V01,LC08_CU_006013_20191228_C01_V01
1325,LC08_CU_006014_20191228_20200319_C01_V01,2019/12/28,CU,6,14,2020/03/19,0.9958,0.5663,0.0361,3.2893,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20191228_20200319_C01_V01,LC08_CU_006014_20191228_C01_V01
1326,LC08_CU_007013_20191228_20200319_C01_V01,2019/12/28,CU,7,13,2020/03/19,34.22,5.7303,0.7671,28.5059,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20191228_20200319_C01_V01,LC08_CU_007013_20191228_C01_V01
1327,LC08_CU_007014_20191228_20200319_C01_V01,2019/12/28,CU,7,14,2020/03/19,6.1689,4.0856,0.0439,70.4561,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191228_20200319_C01_V01,LC08_CU_007014_20191228_C01_V01
1331,LC08_CU_007014_20191230_20200112_C01_V01,2019/12/30,CU,7,14,2020/01/12,89.8634,4.3248,0.3278,94.9286,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20191230_20200112_C01_V01,LC08_CU_007014_20191230_C01_V01
1332,LC08_CU_006013_20200104_20200319_C01_V01,2020/01/04,CU,6,13,2020/03/19,0.0441,0.0101,0.0001,28.9596,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20200104_20200319_C01_V01,LC08_CU_006013_20200104_C01_V01
1333,LC08_CU_006014_20200104_20200319_C01_V01,2020/01/04,CU,6,14,2020/03/19,0.8819,0.08,0.0,72.8936,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20200104_20200319_C01_V01,LC08_CU_006014_20200104_C01_V01
1338,LC08_CU_006014_20200106_20200119_C01_V01,2020/01/06,CU,6,14,2020/01/19,0.0,0.0,0.0,93.8546,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20200106_20200119_C01_V01,LC08_CU_006014_20200106_C01_V01
1339,LC08_CU_007013_20200106_20200119_C01_V01,2020/01/06,CU,7,13,2020/01/19,0.9536,0.2064,1.0943,38.3387,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20200106_20200119_C01_V01,LC08_CU_007013_20200106_C01_V01
1340,LC08_CU_007014_20200106_20200119_C01_V01,2020/01/06,CU,7,14,2020/01/19,0.5947,0.1498,0.045,4.1062,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20200106_20200119_C01_V01,LC08_CU_007014_20200106_C01_V01
1344,LC08_CU_006013_20200113_20200130_C01_V01,2020/01/13,CU,6,13,2020/01/30,0.2053,0.0305,0.0,37.6737,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20200113_20200130_C01_V01,LC08_CU_006013_20200113_C01_V01
1345,LC08_CU_006014_20200113_20200130_C01_V01,2020/01/13,CU,6,14,2020/01/30,0.6999,0.1055,0.0,3.2311,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20200113_20200130_C01_V01,LC08_CU_006014_20200113_C01_V01
1346,LC08_CU_007013_20200113_20200130_C01_V01,2020/01/13,CU,7,13,2020/01/30,0.4423,0.1492,0.1354,28.6501,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20200113_20200130_C01_V01,LC08_CU_007013_20200113_C01_V01
1347,LC08_CU_007014_20200113_20200130_C01_V01,2020/01/13,CU,7,14,2020/01/30,0.0277,0.0086,0.0,70.5948,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20200113_20200130_C01_V01,LC08_CU_007014_20200113_C01_V01
1351,LC08_CU_007014_20200115_20200130_C01_V01,2020/01/15,CU,7,14,2020/01/30,96.5963,2.9783,0.0009,94.8164,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20200115_20200130_C01_V01,LC08_CU_007014_20200115_C01_V01
1352,LC08_CU_006013_20200120_20200129_C01_V01,2020/01/20,CU,6,13,2020/01/29,99.9685,0.0315,0.0,29.0604,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20200120_20200129_C01_V01,LC08_CU_006013_20200120_C01_V01
1353,LC08_CU_006014_20200120_20200129_C01_V01,2020/01/20,CU,6,14,2020/01/29,91.4677,5.8056,0.9186,72.9921,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20200120_20200129_C01_V01,LC08_CU_006014_20200120_C01_V01
1357,LC08_CU_006014_20200122_20200130_C01_V01,2020/01/22,CU,6,14,2020/01/30,53.6808,12.2079,0.0,93.8153,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20200122_20200130_C01_V01,LC08_CU_006014_20200122_C01_V01
1358,LC08_CU_007013_20200122_20200130_C01_V01,2020/01/22,CU,7,13,2020/01/30,50.6483,11.4499,0.3713,38.2665,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20200122_20200130_C01_V01,LC08_CU_007013_20200122_C01_V01
1359,LC08_CU_007014_20200122_20200130_C01_V01,2020/01/22,CU,7,14,2020/01/30,73.097,8.9551,0.0386,4.0736,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20200122_20200130_C01_V01,LC08_CU_007014_20200122_C01_V01
1363,LC08_CU_006013_20200129_20200213_C01_V01,2020/01/29,CU,6,13,2020/02/13,51.0818,9.5359,0.0003,37.4109,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,1,1,"34°08'59.72""N","114°15'16.35""W","34°08'59.72""N","112°21'53.03""W","34°08'59.72""N","114°15'16.35""W","32°35'08""N","114°15'16.35""W",34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20200129_20200213_C01_V01,LC08_CU_006013_20200129_C01_V01
1364,LC08_CU_006014_20200129_20200213_C01_V01,2020/01/29,CU,6,14,2020/02/13,0.5449,0.1303,0.0,3.1309,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"32°49'37.21""N","113°56'52.08""W","32°49'37.21""N","112°05'35.21""W","32°49'37.21""N","113°56'52.08""W","31°15'45.43""N","113°56'52.08""W",32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20200129_20200213_C01_V01,LC08_CU_006014_20200129_C01_V01
1365,LC08_CU_007013_20200129_20200213_C01_V01,2020/01/29,CU,7,13,2020/02/13,86.9728,4.1413,0.4244,28.9225,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"34°22'20.95""N","112°38'44.09""W","34°22'20.95""N","110°46'20.77""W","34°22'20.95""N","112°38'44.09""W","32°49'37.21""N","112°38'44.09""W",34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20200129_20200213_C01_V01,LC08_CU_007013_20200129_C01_V01
1366,LC08_CU_007014_20200129_20200213_C01_V01,2020/01/29,CU,7,14,2020/02/13,0.5659,0.0444,0.0,70.8625,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,1,1,"33°02'46.45""N","112°21'53.03""W","33°02'46.45""N","110°31'34.91""W","33°02'46.45""N","112°21'53.03""W","31°30'02.38""N","112°21'53.03""W",33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.500661765300002,-110.52636342,31.500661765300002,-112.364731007,LC08_CU_007014_20200129_20200213_C01_V01,LC08_CU_007014_20200129_C01_V01
